OTU ID,ZLMCA_sum,ZLMCA_mean,ZLMCA_non_zero,ZLMHP_sum,ZLMHP_mean,ZLMHP_non_zero,ZLMPM_sum,ZLMPM_mean,ZLMPM_non_zero,ZLMSS_sum,ZLMSS_mean,ZLMSS_non_zero,ZLMVL_sum,ZLMVL_mean,ZLMVL_non_zero,ZPFCA_sum,ZPFCA_mean,ZPFCA_non_zero,ZPFMV_sum,ZPFMV_mean,ZPFMV_non_zero,ZPFPM_sum,ZPFPM_mean,ZPFPM_non_zero,ZPFRR_sum,ZPFRR_mean,ZPFRR_non_zero,ZPFSS_sum,ZPFSS_mean,ZPFSS_non_zero,ZPFVL_sum,ZPFVL_mean,ZPFVL_non_zero,ZSLCA_sum,ZSLCA_mean,ZSLCA_non_zero,ZSLHP_sum,ZSLHP_mean,ZSLHP_non_zero,ZSLPB_sum,ZSLPB_mean,ZSLPB_non_zero,ZSLPM_sum,ZSLPM_mean,ZSLPM_non_zero,ZSLRA_sum,ZSLRA_mean,ZSLRA_non_zero,ZSLSS_sum,ZSLSS_mean,ZSLSS_non_zero,ZSLVL_sum,ZSLVL_mean,ZSLVL_non_zero
OTU16236,5,0.2,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.07692307692307693,1,2,0.13333333333333333,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16237,0,0.0,0,16,1.1428571428571428,2,2,0.13333333333333333,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,0.2,2,2,0.14285714285714285,1,0,0.0,0,2,0.14285714285714285,1,1,0.07692307692307693,1,3,1.5,2
OTU16239,4,0.16,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU1624,37,1.48,1,3,0.21428571428571427,2,6,0.4,4,2,0.14285714285714285,1,0,0.0,0,13,0.4642857142857143,3,8,0.5714285714285714,2,88,5.866666666666666,9,29,2.4166666666666665,7,116,10.545454545454545,5,13,1.4444444444444444,2,86,3.3076923076923075,8,52,3.466666666666667,9,61,4.357142857142857,4,42,2.625,6,14,1.0,5,12,0.9230769230769231,5,7,3.5,2
OTU16241,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.07692307692307693,2,0,0.0,0,0,0.0,0,1,0.0625,1,0,0.0,0,0,0.0,0,2,1.0,1
OTU16243,0,0.0,0,0,0.0,0,0,0.0,0,5,0.35714285714285715,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.07692307692307693,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16244,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,11,0.4230769230769231,3,0,0.0,0,1,0.07142857142857142,1,0,0.0,0,3,0.21428571428571427,1,0,0.0,0,0,0.0,0
OTU16245,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.07142857142857142,1,0,0.0,0,4,0.3333333333333333,2,0,0.0,0,2,0.2222222222222222,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16246,0,0.0,0,0,0.0,0,3,0.2,1,1,0.07142857142857142,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,0.2857142857142857,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16248,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.038461538461538464,1,0,0.0,0,0,0.0,0,2,0.125,1,4,0.2857142857142857,1,4,0.3076923076923077,2,0,0.0,0
OTU1625,0,0.0,0,0,0.0,0,0,0.0,0,8,0.5714285714285714,1,0,0.0,0,5,0.17857142857142858,1,33,2.357142857142857,6,79,5.266666666666667,4,273,22.75,5,23,2.090909090909091,1,21,2.3333333333333335,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,26,2.0,1,0,0.0,0
OTU16250,0,0.0,0,0,0.0,0,0,0.0,0,11,0.7857142857142857,2,0,0.0,0,0,0.0,0,3,0.21428571428571427,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16251,0,0.0,0,1,0.07142857142857142,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,0.2,1,1,0.08333333333333333,1,1,0.09090909090909091,1,0,0.0,0,0,0.0,0,1,0.06666666666666667,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16252,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.14285714285714285,1,0,0.0,0,1,0.08333333333333333,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16254,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,5,0.17857142857142858,3,0,0.0,0,0,0.0,0,0,0.0,0,1,0.09090909090909091,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16255,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.13333333333333333,2,1,0.08333333333333333,1,0,0.0,0,1,0.1111111111111111,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16256,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,0.2,1,2,0.16666666666666666,1,0,0.0,0,3,0.3333333333333333,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16257,3,0.12,1,6,0.42857142857142855,1,0,0.0,0,1,0.07142857142857142,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16258,3,0.12,3,2,0.14285714285714285,2,0,0.0,0,20,1.4285714285714286,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,0.11538461538461539,2,2,0.13333333333333333,1,3,0.21428571428571427,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16259,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,0.3333333333333333,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU1626,0,0.0,0,0,0.0,0,65,4.333333333333333,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,510,34.0,1,0,0.0,0,7,0.6363636363636364,1,16,1.7777777777777777,1,1,0.038461538461538464,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16260,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,0.2,1,0,0.0,0,0,0.0,0,1,0.1111111111111111,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16262,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,0.3333333333333333,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16263,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,0.25,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16266,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,0.21428571428571427,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16267,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.13333333333333333,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16268,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.08333333333333333,1,0,0.0,0,1,0.1111111111111111,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU1627,0,0.0,0,26,1.8571428571428572,4,107,7.133333333333334,7,101,7.214285714285714,10,17,17.0,1,1,0.03571428571428571,1,66,4.714285714285714,7,19,1.2666666666666666,7,88,7.333333333333333,8,50,4.545454545454546,6,21,2.3333333333333335,6,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16271,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,6,0.6666666666666666,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16272,0,0.0,0,5,0.35714285714285715,1,1,0.06666666666666667,1,3,0.21428571428571427,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16273,0,0.0,0,9,0.6428571428571429,2,26,1.7333333333333334,4,54,3.857142857142857,1,0,0.0,0,0,0.0,0,4,0.2857142857142857,1,5,0.3333333333333333,2,2,0.16666666666666666,1,0,0.0,0,1,0.1111111111111111,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16277,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.07142857142857142,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,0.11538461538461539,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16278,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.06666666666666667,1,0,0.0,0,0,0.0,0,3,0.3333333333333333,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16279,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.07142857142857142,1,0,0.0,0,0,0.0,0,0,0.0,0,2,0.2222222222222222,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU1628,0,0.0,0,0,0.0,0,1,0.06666666666666667,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,0.1875,1,0,0.0,0,0,0.0,0,0,0.0,0
OTU16282,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,0.3333333333333333,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16285,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.13333333333333333,2,0,0.0,0,0,0.0,0,1,0.1111111111111111,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16286,5,0.2,2,0,0.0,0,0,0.0,0,1,0.07142857142857142,1,0,0.0,0,0,0.0,0,0,0.0,0,1,0.06666666666666667,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,0.21428571428571427,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16287,0,0.0,0,1,0.07142857142857142,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.07142857142857142,1,0,0.0,0,1,0.07142857142857142,1,0,0.0,0,0,0.0,0
OTU1629,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,415,14.821428571428571,13,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16290,2,0.08,1,39,2.7857142857142856,7,30,2.0,3,13,0.9285714285714286,3,0,0.0,0,4,0.14285714285714285,4,5,0.35714285714285715,3,6,0.4,2,5,0.4166666666666667,2,3,0.2727272727272727,2,1,0.1111111111111111,1,10,0.38461538461538464,6,124,8.266666666666667,11,30,2.142857142857143,7,210,13.125,7,60,4.285714285714286,10,66,5.076923076923077,9,0,0.0,0
OTU16293,0,0.0,0,2,0.14285714285714285,2,0,0.0,0,1,0.07142857142857142,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.08333333333333333,1,0,0.0,0,0,0.0,0,2,0.07692307692307693,1,3,0.2,2,0,0.0,0,8,0.5,1,0,0.0,0,0,0.0,0,0,0.0,0
OTU16299,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.07142857142857142,1,0,0.0,0,0,0.0,0,3,0.2727272727272727,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU1630,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,302,20.133333333333333,1,10,0.8333333333333334,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16307,3,0.12,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,10,0.7142857142857143,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16308,5,0.2,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16309,0,0.0,0,5,0.35714285714285715,2,0,0.0,0,36,2.5714285714285716,1,0,0.0,0,0,0.0,0,0,0.0,0,2,0.13333333333333333,1,2,0.16666666666666666,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU1631,0,0.0,0,0,0.0,0,2,0.13333333333333333,1,3,0.21428571428571427,1,0,0.0,0,0,0.0,0,110,7.857142857142857,12,59,3.933333333333333,8,58,4.833333333333333,9,87,7.909090909090909,10,68,7.555555555555555,8,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.07692307692307693,1,1,0.5,1
OTU16310,0,0.0,0,1,0.07142857142857142,1,2,0.13333333333333333,2,12,0.8571428571428571,2,0,0.0,0,1,0.03571428571428571,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.1111111111111111,1,10,0.38461538461538464,3,1,0.06666666666666667,1,4,0.2857142857142857,1,4,0.25,3,4,0.2857142857142857,1,6,0.46153846153846156,1,0,0.0,0
OTU16314,2,0.08,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU1632,22,0.88,3,17,1.2142857142857142,6,18,1.2,6,18,1.2857142857142858,3,0,0.0,0,9,0.32142857142857145,3,2,0.14285714285714285,2,3,0.2,2,5,0.4166666666666667,2,0,0.0,0,0,0.0,0,139,5.346153846153846,20,48,3.2,12,100,7.142857142857143,9,53,3.3125,12,53,3.7857142857142856,7,43,3.3076923076923075,8,31,15.5,1
OTU16324,1,0.04,1,1,0.07142857142857142,1,0,0.0,0,3,0.21428571428571427,1,0,0.0,0,1,0.03571428571428571,1,0,0.0,0,0,0.0,0,1,0.08333333333333333,1,0,0.0,0,0,0.0,0,3,0.11538461538461539,2,0,0.0,0,2,0.14285714285714285,1,204,12.75,2,0,0.0,0,0,0.0,0,0,0.0,0
OTU16327,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.06666666666666667,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16329,32,1.28,10,23,1.6428571428571428,5,3,0.2,2,21,1.5,2,0,0.0,0,99,3.5357142857142856,22,0,0.0,0,1,0.06666666666666667,1,9,0.75,3,0,0.0,0,0,0.0,0,1,0.038461538461538464,1,27,1.8,5,12,0.8571428571428571,3,31,1.9375,7,18,1.2857142857142858,3,8,0.6153846153846154,4,0,0.0,0
OTU1633,0,0.0,0,152,10.857142857142858,1,3,0.2,1,0,0.0,0,0,0.0,0,0,0.0,0,169,12.071428571428571,4,78,5.2,4,0,0.0,0,36,3.272727272727273,3,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16332,0,0.0,0,0,0.0,0,2,0.13333333333333333,2,2,0.14285714285714285,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16338,0,0.0,0,0,0.0,0,17,1.1333333333333333,1,3,0.21428571428571427,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,8,0.3076923076923077,3,0,0.0,0,0,0.0,0,0,0.0,0,4,0.2857142857142857,1,0,0.0,0,0,0.0,0
OTU16339,0,0.0,0,2,0.14285714285714285,1,1,0.06666666666666667,1,1,0.07142857142857142,1,0,0.0,0,4,0.14285714285714285,3,0,0.0,0,1,0.06666666666666667,1,0,0.0,0,1,0.09090909090909091,1,0,0.0,0,4,0.15384615384615385,3,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU1634,0,0.0,0,0,0.0,0,1,0.06666666666666667,1,2,0.14285714285714285,1,0,0.0,0,3,0.10714285714285714,1,2,0.14285714285714285,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,6,0.375,1,0,0.0,0,2,0.15384615384615385,1,0,0.0,0
OTU16344,0,0.0,0,1,0.07142857142857142,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,0.2,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.15384615384615385,1,0,0.0,0
OTU1635,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,8,0.3076923076923077,1,3,0.2,1,0,0.0,0,0,0.0,0,0,0.0,0,7,0.5384615384615384,1,0,0.0,0
OTU16350,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,17,1.4166666666666667,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16351,0,0.0,0,0,0.0,0,0,0.0,0,2,0.14285714285714285,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,0.21428571428571427,1,36,2.25,1,404,28.857142857142858,2,20,1.5384615384615385,2,0,0.0,0
OTU16352,0,0.0,0,0,0.0,0,0,0.0,0,12,0.8571428571428571,2,0,0.0,0,0,0.0,0,1,0.07142857142857142,1,0,0.0,0,0,0.0,0,1,0.09090909090909091,1,4,0.4444444444444444,1,1,0.038461538461538464,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,0.3076923076923077,2,0,0.0,0
OTU16355,0,0.0,0,2,0.14285714285714285,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.07142857142857142,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16356,15,0.6,1,0,0.0,0,10,0.6666666666666666,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.18181818181818182,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16358,1,0.04,1,42,3.0,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,20,1.4285714285714286,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU1636,61,2.44,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,29,1.0357142857142858,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,198,13.2,2,0,0.0,0,0,0.0,0,1,0.07142857142857142,1,0,0.0,0,0,0.0,0
OTU1637,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,426,35.5,2,1,0.09090909090909091,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16378,0,0.0,0,1,0.07142857142857142,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,43,1.6538461538461537,5,3,0.2,1,13,0.9285714285714286,3,0,0.0,0,5,0.35714285714285715,1,0,0.0,0,0,0.0,0
OTU1638,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,6,0.42857142857142855,1,0,0.0,0,10,0.7142857142857143,3,3,0.23076923076923078,2,0,0.0,0
OTU16380,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.03571428571428571,1,9,0.6428571428571429,2,2,0.13333333333333333,1,4,0.3333333333333333,2,0,0.0,0,3,0.3333333333333333,3,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16381,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,57,4.071428571428571,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16382,0,0.0,0,21,1.5,7,5,0.3333333333333333,2,20,1.4285714285714286,4,0,0.0,0,32,1.1428571428571428,5,18,1.2857142857142858,4,63,4.2,6,6,0.5,3,20,1.8181818181818181,3,14,1.5555555555555556,4,42,1.6153846153846154,5,49,3.2666666666666666,2,2,0.14285714285714285,2,0,0.0,0,11,0.7857142857142857,2,1,0.07692307692307693,1,0,0.0,0
OTU16383,4,0.16,2,2,0.14285714285714285,2,64,4.266666666666667,1,17,1.2142857142857142,5,0,0.0,0,1,0.03571428571428571,1,13,0.9285714285714286,2,0,0.0,0,0,0.0,0,0,0.0,0,4,0.4444444444444444,2,17,0.6538461538461539,7,0,0.0,0,3,0.21428571428571427,2,4,0.25,1,0,0.0,0,11,0.8461538461538461,5,0,0.0,0
OTU16384,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,23,1.6428571428571428,2,4,0.26666666666666666,2,0,0.0,0,11,1.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16385,2,0.08,2,1,0.07142857142857142,1,55,3.6666666666666665,2,7,0.5,3,0,0.0,0,37,1.3214285714285714,3,0,0.0,0,7,0.4666666666666667,2,0,0.0,0,0,0.0,0,0,0.0,0,2,0.07692307692307693,2,8,0.5333333333333333,2,4,0.2857142857142857,1,16,1.0,2,0,0.0,0,0,0.0,0,0,0.0,0
OTU16386,0,0.0,0,0,0.0,0,3,0.2,1,0,0.0,0,0,0.0,0,0,0.0,0,3,0.21428571428571427,1,0,0.0,0,14,1.1666666666666667,1,6,0.5454545454545454,1,2,0.2222222222222222,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
OTU16388,0,0.0,0,7,0.5,2,4,0.26666666666666666,2,85,6.071428571428571,4,0,0.0,0,0,0.0,0,9,0.6428571428571429,4,21,1.4,2,8,0.6666666666666666,4,28,2.5454545454545454,5,6,0.6666666666666666,2,0,0.0,0,0,0.0,0,4,0.2857142857142857,2,1,0.0625,1,9,0.6428571428571429,3,37,2.8461538461538463,4,2,1.0,1
OTU16389,3,0.12,1,12,0.8571428571428571,2,4,0.26666666666666666,1,2,0.14285714285714285,2,0,0.0,0,0,0.0,0,0,0.0,0,12,0.8,3,0,0.0,0,4,0.36363636363636365,2,0,0.0,0,2,0.07692307692307693,1,61,4.066666666666666,3,13,0.9285714285714286,6,5,0.3125,3,10,0.7142857142857143,4,11,0.8461538461538461,2,2,1.0,1
